                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.43204,                0.35741,                0.98302,                0.97053,                0.99291,                0.99341,                0.97564,                 0.3253,                0.20891,                0.97308,               0.004984,               0.004984,               0.004984
                    155,                0.42391,                0.34861,                0.98514,                0.98386,                0.99448,                0.99341,                0.97689,                0.31938,                0.19958,                0.96095,               0.004951,               0.004951,               0.004951
                    156,                0.42126,                0.35238,                0.98408,                0.98409,                0.99912,                0.99421,                 0.9762,                0.32175,                0.20238,                0.96824,               0.004918,               0.004918,               0.004918
                    157,                0.42435,                0.35241,                 0.9899,                0.98067,                      1,                0.99421,                0.97587,                0.33706,                0.19132,                0.99169,               0.004885,               0.004885,               0.004885
                    158,                0.42415,                0.35184,                0.98224,                0.98126,                      1,                0.99421,                0.97795,                0.33914,                0.18644,                 1.0011,               0.004852,               0.004852,               0.004852
                    159,                0.41864,                0.34426,                0.98136,                0.98101,                      1,                0.99421,                0.97762,                0.33841,                0.18684,                 1.0066,               0.004819,               0.004819,               0.004819
                    160,                0.42369,                0.34896,                0.98402,                 0.9809,                      1,                0.99421,                0.97762,                0.33962,                0.19226,                 1.0052,               0.004786,               0.004786,               0.004786
                    161,                0.41953,                0.34951,                0.98083,                0.98088,                      1,                0.99421,                0.97642,                0.34298,                 0.1907,                 1.0067,               0.004753,               0.004753,               0.004753
                    162,                0.41617,                0.34471,                0.98231,                0.98061,                      1,                0.99421,                0.97731,                0.34419,                0.18603,                 1.0044,                0.00472,                0.00472,                0.00472
                    163,                0.41946,                0.34367,                0.98488,                      1,                0.99451,                  0.995,                0.97609,                0.34407,                0.18256,                 1.0024,               0.004687,               0.004687,               0.004687
                    164,                0.42124,                0.34687,                0.98033,                      1,                0.99907,                  0.995,                0.97601,                0.34535,                0.18558,                 1.0009,               0.004654,               0.004654,               0.004654
                    165,                0.41556,                0.34043,                0.97933,                0.99999,                      1,                  0.995,                0.97476,                0.34689,                 0.1894,                0.99715,               0.004621,               0.004621,               0.004621
                    166,                0.41948,                0.34382,                 0.9797,                      1,                0.99911,                  0.995,                0.97441,                0.33862,                 0.1838,                0.98406,               0.004588,               0.004588,               0.004588
                    167,                0.42209,                0.34387,                0.98237,                      1,                0.99863,                  0.995,                0.97475,                0.32924,                 0.1778,                0.97283,               0.004555,               0.004555,               0.004555
                    168,                0.41157,                0.33756,                 0.9753,                0.99932,                      1,                  0.995,                0.97485,                0.32888,                0.17277,                 0.9726,               0.004522,               0.004522,               0.004522
                    169,                0.41937,                0.33926,                0.97908,                0.99896,                      1,                  0.995,                0.97466,                0.32957,                0.16701,                0.97332,               0.004489,               0.004489,               0.004489
                    170,                 0.4185,                  0.345,                0.98185,                0.99897,                      1,                  0.995,                0.97506,                0.33047,                 0.1655,                0.97587,               0.004456,               0.004456,               0.004456
                    171,                0.42012,                0.33634,                0.98265,                0.99917,                      1,                  0.995,                0.97527,                0.32707,                0.16391,                0.97231,               0.004423,               0.004423,               0.004423
                    172,                0.41661,                 0.3395,                0.97628,                0.99906,                      1,                  0.995,                0.97496,                0.32408,                0.15677,                0.96994,                0.00439,                0.00439,                0.00439
